Temperature1,Temperature2,Pressure1,Pressure2,Temperature3,Temperature4,Pressure3,Pressure4,Temperature5,Temperature6,Pressure5,Pressure6
27,30,39,483,18,19,38,174,27,35,17,943
24,26,42,519,21,19,33,176,22,33,16,950
27,23,45,560,24,19,38,144,23,37,11,984
30,21,47,512,26,24,39,138,28,41,12,999
25,20,50,553,28,25,37,159,30,39,10,999
26,23,48,601,27,27,39,190,27,36,10,999
27,25,46,581,30,32,38,147,23,41,10,984
26,25,46,544,28,34,37,162,19,38,11,999
26,21,49,495,30,39,36,168,20,39,16,994
24,23,47,447,30,43,32,177,22,43,19,997
26,18,43,413,30,40,35,163,20,38,15,979
22,22,41,400,30,43,34,164,22,41,18,958
27,24,37,414,27,45,37,114,21,39,20,999
28,21,33,408,28,50,39,100,24,41,23,998
30,20,34,419,28,50,37,100,19,38,22,988
26,24,36,373,29,50,40,100,18,39,26,957
21,19,36,341,28,50,40,102,20,35,25,960
24,18,38,319,24,50,44,151,24,33,26,940
29,21,37,297,21,50,41,169,19,34,29,988
28,16,32,284,18,50,46,137,22,36,24,973
24,18,29,275,18,50,50,109,25,32,20,999
27,16,28,274,15,50,49,126,24,29,25,999
30,20,32,277,15,48,48,131,24,33,30,970
28,17,37,255,11,44,45,155,19,28,27,999
30,14,35,236,10,48,50,156,19,23,26,999
27,14,31,249,10,50,45,198,16,21,26,973
30,16,27,203,10,50,41,238,17,23,26,943
25,16,31,180,10,45,44,261,17,25,21,958
29,19,31,202,15,48,47,256,20,28,18,990
26,22,27,246,16,47,50,294,22,23,16,999
27,20,31,241,12,50,50,257,20,27,21,999
28,17,27,257,11,48,50,285,19,26,22,999
29,12,31,270,11,44,50,303,24,27,26,986
24,10,27,222,11,48,50,320,26,22,25,999
19,10,29,216,10,43,50,329,28,21,24,999
19,10,24,244,13,46,50,344,25,23,25,999
17,13,19,291,10,41,46,367,26,27,21,994
16,10,15,278,10,37,43,390,30,30,18,990
11,14,17,289,13,32,43,429,30,27,20,999
10,10,17,316,10,35,48,445,26,26,15,989
10,15,14,318,14,39,47,467,23,30,20,999
11,18,14,337,14,44,50,502,27,28,21,986
10,22,15,368,16,45,46,512,28,25,21,945
14,20,18,321,12,48,41,477,25,24,18,895
12,18,15,277,12,50,45,514,30,26,14,853
17,16,14,228,10,50,46,477,28,27,14,881
14,20,10,182,10,50,42,468,28,24,13,839
16,24,10,226,10,49,40,461,30,21,13,823
16,25,11,272,15,50,39,425,27,18,18,859
21,28,16,254,16,50,44,435,27,15,19,909
24,24,12,281,15,48,44,400,27,14,21,907
22,29,17,313,15,50,45,407,28,18,18,865
19,26,15,332,13,50,49,385,30,22,22,852
21,22,14,382,10,50,48,382,30,20,26,833
21,26,17,360,14,45,48,362,30,24,30,811
22,27,13,325,14,49,45,399,28,28,33,804
26,31,15,373,16,47,47,376,30,28,29,828
30,27,19,401,20,48,50,426,27,27,26,842
28,31,16,401,21,45,47,436,30,23,21,825
30,32,12,380,20,41,50,459,26,19,24,797
26,28,16,362,16,41,47,479,26,16,20,747
22,30,18,352,12,41,42,504,27,12,22,788
21,32,21,308,10,42,43,465,27,10,20,782
20,33,20,322,10,42,42,436,23,15,18,820
16,32,24,372,12,39,42,476,26,16,16,847
16,27,27,411,15,35,38,479,30,15,19,830
16,27,32,427,19,37,33,496,30,20,22,821
18,30,36,422,24,38,30,525,28,20,18,773
14,28,37,411,20,42,31,574,28,17,13,745
16,25,33,440,21,43,29,538,30,13,11,783
11,26,31,438,24,38,25,494,25,10,10,760
10,24,30,450,21,35,30,520,24,11,12,798
13,23,34,442,25,38,34,558,29,14,14,768
11,26,36,490,20,36,34,535,29,12,11,762
16,31,38,477,24,36,35,539,30,10,13,778
21,36,35,471,24,36,39,586,28,10,10,810
18,34,38,489,25,34,35,547,23,14,14,784
18,37,34,455,27,35,34,502,28,19,15,812
16,34,37,433,30,30,37,504,25,18,18,844
14,31,38,451,30,30,39,552,27,22,19,843
17,35,34,438,30,32,42,536,27,24,18,825
13,30,37,463,26,37,39,553,28,22,20,839
14,32,40,414,29,39,37,541,26,23,20,843
19,29,41,425,28,37,42,578,22,20,18,859
16,33,44,389,28,39,42,572,20,21,22,904
17,32,46,407,25,39,39,562,25,16,19,945
12,36,49,439,27,42,34,602,22,14,16,965
10,40,50,425,30,40,31,611,23,11,21,999
14,40,50,380,29,41,32,589,21,10,21,999
13,39,50,370,25,40,35,594,16,12,22,952
10,35,50,349,29,40,36,590,21,11,27,938
10,31,50,391,26,38,38,640,24,15,31,899
13,35,46,357,30,36,37,644,25,19,31,881
13,35,50,359,25,38,41,661,23,19,35,862
14,36,46,314,20,38,46,700,23,22,33,847
17,36,46,303,25,43,50,750,20,18,37,839
17,34,50,261,30,46,47,736,15,23,39,803
15,29,50,255,25,42,50,724,14,20,35,775
10,34,50,208,20,38,45,728,10,18,35,793
15,37,46,211,22,39,42,740,10,21,35,828
19,38,42,168,27,43,37,762,10,16,37,868
14,36,42,180,28,42,34,796,13,14,38,913
13,33,47,143,26,46,36,774,10,11,42,863
11,34,48,167,22,43,31,807,12,16,43,813
10,29,50,179,26,38,29,762,10,15,43,817
10,24,49,142,24,40,32,722,15,19,47,819
10,24,50,177,25,40,27,672,20,19,43,776
10,25,50,200,22,43,25,706,23,21,47,810
12,27,50,212,18,42,21,694,26,16,44,799
10,27,46,218,18,38,25,646,30,16,49,841
10,31,41,195,19,35,20,681,25,21,50,834
12,28,36,182,19,32,20,711,24,25,50,820
13,33,38,207,22,28,20,695,23,29,48,836
14,34,42,203,21,27,23,708,24,26,45,804
16,30,41,227,26,23,25,712,27,25,44,816
15,31,40,224,23,22,22,687,23,20,39,808
20,26,44,274,22,20,20,733,19,20,43,856
21,21,44,315,25,19,16,768,21,17,39,833
17,20,39,294,27,24,15,766,21,20,36,805
17,15,44,291,30,24,20,732,23,19,38,818
13,17,49,253,30,21,23,758,22,22,42,825
10,13,46,283,30,23,26,728,25,19,38,873
10,16,43,287,28,18,22,712,28,21,36,920
11,15,39,266,26,13,19,747,26,24,39,918
10,15,41,233,29,17,15,718,30,27,35,962
10,15,46,213,27,20,12,758,30,27,36,997
10,12,45,188,27,18,10,746,30,22,31,999
12,12,47,217,24,22,10,775,30,24,33,974
14,16,43,196,28,25,10,744,30,19,32,999
13,11,46,233,29,20,11,733,27,16,32,999
14,10,46,237,29,19,10,735,23,19,31,982
19,10,47,236,27,18,10,783,27,22,34,973
20,10,50,281,28,23,13,770,26,17,38,999
23,12,46,253,23,27,18,813,30,12,37,999
20,12,43,219,24,28,23,776,30,16,36,982
18,11,41,253,26,31,24,813,30,21,38,949
14,10,39,289,27,34,23,772,30,21,38,916
16,10,43,334,30,38,24,762,29,24,42,950
21,10,39,291,27,33,24,733,27,19,37,925
18,12,40,252,24,38,20,747,23,17,42,879
14,10,45,220,25,40,24,715,26,18,40,913
19,10,46,174,20,36,20,680,23,13,42,955
20,13,41,183,22,40,17,682,27,11,44,966
20,14,36,188,19,40,20,696,30,10,48,966
16,12,34,138,24,39,17,657,25,10,44,999
20,14,34,153,22,44,15,661,28,10,39,993
19,13,32,176,19,48,14,638,27,10,43,999
18,18,32,145,21,44,13,631,25,15,42,978
20,20,37,106,24,44,16,669,21,10,38,983
23,17,34,100,26,48,21,619,17,10,39,965
28,16,31,100,26,50,26,651,16,10,35,925
24,12,36,100,23,46,29,619,12,10,38,966
19,16,34,100,27,49,34,579,14,11,36,953
14,21,32,100,29,45,35,591,19,11,36,903
13,17,28,100,24,42,32,600,18,10,41,905
15,14,28,150,22,42,37,556,18,14,39,925
11,19,26,170,25,44,34,604,13,10,44,903
10,20,22,194,29,48,31,599,16,10,48,880
10,22,27,208,24,50,36,634,18,10,47,887
15,26,30,162,22,50,37,604,16,11,50,906
10,29,26,118,25,47,33,567,12,10,49,873
15,33,23,100,22,48,30,559,10,15,50,843
15,32,19,100,19,48,29,526,10,11,49,855
12,35,18,100,18,48,25,482,13,10,50,867
14,40,21,100,21,48,24,436,17,10,50,827
15,39,17,146,21,49,26,433,19,14,50,808
16,43,12,117,23,50,23,396,15,11,50,811
17,41,14,150,21,50,28,446,10,15,50,834
21,41,16,194,19,45,29,494,10,14,50,844
24,38,15,152,18,46,31,496,13,19,50,795
23,41,11,109,15,45,26,526,17,23,50,836
20,38,13,100,14,49,23,532,19,23,50,809
23,41,11,100,13,50,22,573,17,23,50,788
25,38,12,100,10,48,19,590,12,25,50,763
25,37,10,113,14,49,17,575,13,23,47,747
28,37,10,100,14,48,17,559,12,26,45,793
23,32,10,148,18,49,16,553,14,29,47,764
25,28,15,190,21,50,17,505,13,32,47,732
30,24,19,207,25,50,17,515,15,31,50,700
26,24,22,240,21,49,15,484,14,34,47,653
23,23,20,221,21,47,12,448,12,35,50,670
25,21,23,231,19,50,10,493,10,30,46,654
27,18,25,236,21,46,11,501,10,29,48,663
27,22,25,210,26,49,10,547,10,26,50,698
22,18,29,207,25,50,12,508,10,25,47,735
19,15,27,195,29,50,14,555,10,21,50,744
18,11,27,187,30,45,19,559,10,25,48,773
21,10,26,212,30,48,15,595,13,21,44,782
20,15,27,231,29,50,12,611,17,26,47,822
21,19,22,183,29,47,10,607,15,30,50,774
19,20,17,222,30,46,10,597,16,32,49,824
20,20,21,179,28,42,13,619,18,37,50,821
22,16,23,197,30,47,15,593,13,33,50,832
21,16,18,199,30,46,11,586,15,33,49,868
16,13,20,159,30,50,16,558,19,37,50,862
21,10,17,125,30,50,19,521,16,42,46,856
26,10,18,146,30,50,15,508,19,38,45,906
30,12,21,151,30,50,15,553,16,35,41,856
28,16,25,197,29,47,10,597,19,30,39,904
30,16,20,157,30,44,12,583,23,26,36,932
25,17,15,188,30,41,13,540,22,27,34,960
25,13,10,164,30,41,13,526,19,30,38,999
25,11,12,189,30,46,18,537,16,25,40,976
23,16,12,181,30,42,23,524,17,29,45,965
24,14,17,184,28,46,23,517,17,32,41,999
25,10,16,154,27,49,26,565,13,31,38,969
21,10,19,117,23,47,30,603,17,26,43,969
20,10,18,100,21,50,34,647,21,30,46,936
19,14,21,123,25,47,31,623,23,34,46,888
20,17,24,104,22,44,28,669,20,31,43,911
24,14,27,141,27,44,27,710,24,27,39,877
29,10,26,162,29,44,25,692,26,30,39,886
26,10,30,128,30,49,22,720,30,33,38,898
23,10,34,142,30,50,25,694,27,29,36,857
25,11,36,100,30,48,28,728,30,34,37,828
30,10,34,100,30,47,23,739,29,32,38,875
26,10,33,100,28,50,27,738,30,31,38,923
22,12,30,111,27,50,32,724,30,29,33,930
20,17,32,100,23,48,31,680,25,30,29,894
17,17,32,100,18,44,33,689,24,25,31,940
18,19,33,100,21,47,34,671,19,22,34,959
17,20,30,108,26,47,37,653,20,26,29,931
17,17,30,109,29,50,41,604,18,23,29,934
16,22,28,146,30,50,46,612,15,25,25,978
13,18,28,179,26,50,50,626,13,22,25,999
13,19,30,184,21,50,48,664,13,19,21,999
10,21,28,189,16,50,47,636,15,16,24,988
10,22,26,161,17,46,43,604,17,19,24,999
10,27,21,181,21,45,39,612,20,16,29,999
10,32,23,149,25,50,42,576,24,16,28,999
10,32,21,188,20,50,37,600,27,20,26,972
11,36,24,184,19,50,34,611,25,21,31,999
11,31,23,224,21,50,34,562,28,22,31,958
15,35,22,198,25,50,33,561,23,20,26,948
12,35,27,189,23,50,28,585,28,24,22,930
14,38,31,203,22,48,28,613,28,25,23,968
15,39,29,215,22,48,32,631,25,27,23,999
11,36,27,165,24,50,27,642,20,30,18,975
10,32,22,162,28,46,32,678,18,33,22,966
10,32,17,161,29,48,34,638,17,28,24,967
14,37,14,128,25,50,39,603,18,25,28,984
13,41,16,100,30,50,38,627,15,20,25,999
12,37,19,134,30,47,43,623,12,15,21,987
10,38,21,159,30,43,47,590,10,18,23,983
11,41,19,167,30,47,50,605,15,23,28,948
10,38,17,147,30,42,45,614,16,26,23,927
12,40,20,100,29,44,45,589,20,31,24,907
12,37,18,123,30,47,42,616,16,34,29,861
11,36,15,100,30,48,45,620,11,36,25,899
10,41,15,112,30,46,46,579,13,38,29,861
10,46,15,113,27,45,47,605,10,39,32,813
10,44,16,123,29,50,47,601,10,44,31,803
11,40,17,100,26,49,50,635,10,40,31,831
14,35,18,136,27,45,46,602,13,40,36,792
16,35,21,100,27,42,48,581,10,40,33,778
16,36,18,135,26,42,50,582,10,40,38,733
15,33,14,100,24,38,50,584,11,40,40,713
16,34,10,105,27,43,50,550,10,43,44,706
15,34,10,100,25,45,50,600,10,48,46,711
17,34,11,110,26,47,46,598,13,47,50,710
19,38,16,100,30,50,50,640,18,46,50,732
24,43,11,100,30,50,50,635,17,47,50,732
22,39,10,141,25,45,50,597,20,47,47,694
21,44,14,122,23,46,46,614,21,44,50,721
16,47,15,100,24,44,48,625,17,45,49,762
19,50,13,109,20,41,49,671,15,40,50,762
23,49,10,100,22,46,45,682,10,42,46,726
28,45,15,100,17,50,50,725,13,43,47,692
28,42,13,135,14,45,50,682,17,41,43,687
27,40,12,139,13,45,47,638,15,37,46,732
27,37,10,110,15,44,50,649,19,40,50,736
27,36,10,100,14,45,50,676,16,45,49,710
27,39,10,100,15,44,46,702,21,47,50,708
22,34,10,107,13,45,42,671,25,45,45,729
27,33,10,157,17,50,37,655,28,42,47,720
30,28,13,172,13,47,37,667,30,41,44,676
28,33,11,162,10,44,32,706,30,37,46,627
24,35,10,178,15,47,34,693,30,42,47,651
27,33,10,197,11,49,31,725,25,46,46,613
28,35,10,154,10,47,26,705,25,48,42,594
30,38,10,161,13,42,22,655,25,50,39,566
29,42,14,180,11,37,24,625,22,50,41,597
25,39,16,221,15,34,21,592,22,50,44,574
22,44,13,232,20,34,23,583,27,47,46,604
18,40,15,187,19,35,18,542,24,42,48,593
19,36,19,182,23,36,18,503,24,44,45,568
20,36,20,144,26,37,13,521,21,46,42,609
23,33,17,124,29,33,12,488,21,41,42,580
22,38,19,100,28,30,12,495,16,36,47,608
27,43,24,110,27,25,14,521,21,38,44,605
30,41,27,100,25,26,19,536,21,33,46,608
30,40,29,100,28,29,17,580,20,30,49,645
30,36,33,145,26,30,22,582,22,25,47,695
27,36,33,157,22,28,19,579,26,25,44,687
23,41,32,136,21,26,19,607,30,21,46,641
25,37,34,142,18,31,15,644,25,19,46,604
22,36,30,128,14,30,13,618,21,21,50,594
18,41,35,128,10,31,12,640,16,22,48,612
18,46,36,100,14,29,16,666,18,23,50,627
23,46,39,100,11,25,15,659,19,26,50,674
20,41,34,103,11,24,18,615,21,27,50,696
18,37,35,110,10,28,20,583,17,26,50,697
18,39,36,100,11,27,22,599,12,29,49,657
14,44,34,119,11,22,21,626,15,25,48,660
11,43,33,147,11,18,25,635,14,26,44,689
15,46,34,102,13,17,22,629,17,31,45,645
20,42,34,146,10,20,19,674,13,31,41,596
23,43,35,173,10,16,14,669,14,32,38,549
22,44,38,125,11,15,14,681,19,28,33,500
24,41,43,170,10,12,14,665,20,29,33,484
21,37,44,207,10,14,17,706,20,26,37,442
22,33,41,190,11,11,20,671,20,29,40,461
20,33,39,173,13,10,25,663,25,31,37,475
19,31,41,165,11,10,20,646,22,26,32,427
21,32,44,181,16,13,23,672,27,27,28,435
26,27,45,216,21,13,28,676,28,30,33,455
23,29,47,190,24,13,30,662,28,25,35,442
22,33,50,198,27,11,27,660,23,25,36,392
22,29,50,184,23,10,26,694,26,23,41,403
24,29,50,147,19,10,31,729,29,26,44,440
20,33,45,144,21,15,33,732,27,23,43,470
